project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Peace Pearl,By A Peace Projects LLP in Nagarbhavi,Nagarbhavi,994 - 1119 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														65L  - 72L 							",,Ongoing,Possession: Dec-2018,,
Shivaganga Swagat,By Shivaganga Infra in Bommanahalli,Bommanahalli,1220 - 1275 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														48.80L  - 51L 							",,Ongoing,Possession: Dec-2018,,
Sumo Sai Sanket,By Sumo Properties in Basavanagudi,Basavanagudi,1850 - 2050 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.66Cr  - 1.84Cr 							",,Ongoing,Possession: Jun-2017,,
Shravanee Vista Gardenia,By Shravanee Holdings in Basavanagudi,Basavanagudi,3497 - 4519 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														5.59Cr  - 7.23Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170831/001888
The Central Regency Address,By The Address Makers in Bellandur,Bellandur,2300 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.35Cr 							",,Ongoing,Possession: Jun-2019,, REGISTRATION NO. PR/KN/170731/000123
Sterling Ascentia,By Sterling Developers in Bellandur,Bellandur,1591 - 2015 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														98.64L  - 1.24Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170731/000563
Mohan Residency,By Mohan Builders & Developers in Banaswadi,Banaswadi,1360 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														86.63L 							",,Ongoing,Possession: Apr-2018,,
Sree Reddy Ceyone,By  in Banaswadi,Banaswadi,1226 - 1451 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.43L  - 79.80L 							",,Ongoing,Possession: Dec-2018,Launched: Aug-2016,
Dreamz Swaraj,By Dreamz Infra India Pvt Ltd in Banaswadi,Banaswadi,1550 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Pooja True Winds,By Pooja Crafted Homes Pvt Ltd in Benson Town,Benson Town,1800 - 2200 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.70Cr  - 3.30Cr 							",,Ongoing,Possession: Jun-2017,,
Tirumala Elite,By Shree Mookambika Builders and Developers in Bannerghatta Road,Bannerghatta Road, sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
SNR Windmill,By SNR Square Pvt Ltd. in Bannerghatta Road,Bannerghatta Road,1080 - 1145 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														30.78L  - 32.63L 							",,Ongoing,Possession: Dec-2018,,
Windsor Amulyam,By  in Bannerghatta Road,Bannerghatta Road,1483 - 2025 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														98L  - 1.40Cr 							",,Ongoing,Possession: Dec-2017,,
MN Guru Akshitha,By MN Builders & Developers in Thanisandra,Thanisandra,1378 - 1602 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														35.82L  - 41.65L 							",,Ongoing,Possession: Oct-2017,,
Brigade Altamont,By Brigade Group in Hennur,Hennur,1670 - 1830 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														95.85L  - 1.05Cr 							",,Ongoing,Possession: Apr-2018,Launched: Feb-2013,
Winning Thosini Lotus ,By Winning Edge Group in Hennur,Hennur,916 - 1114 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														32.06L  - 38.99L 							",,Ongoing,Possession: Feb-2018,,
Satwi Thavil,By Satwi Infra in Panathur,Panathur,1300 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.48L  - 55.98L 							",,Ongoing,Possession: Jan-2019,Launched: Jun-2016,
Suncrest Pebbles,By Suncrest Structures in Panathur,Panathur,357 sq.ft,"
								Studio BHK Apartment
								Availability*: Yes
							","
														 
														19.23L 							",,Ongoing,Possession: Dec-2020,Launched: Nov-2017,
Signifa springs,By Signifa Developers in Panathur,Panathur,1260 - 1430 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.75L  - 56.47L 							",,Ongoing,Possession: Jun-2018,, REGISTRATION NO. PR/KN/170731/000545
Hiren High Cliff,By Hiren Wahen Group in Panathur,Panathur,1715 - 2285 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.11Cr  - 1.48Cr 							",,Ongoing,Possession: Jun-2019,, REGISTRATION NO. PR/KN/170823/001436
Sobha Rain Forest,By Sobha Limited in Panathur,Panathur,1007 - 1205 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														61.93L  - 74.10L 							",,Ongoing,Possession: Dec-2018,,
Sobha Aspirational Homes,By Sobha Limited in Panathur,Panathur,1007 - 1210 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														47.48L  - 57.05L 							",,Ongoing,Possession: Dec-2018,Launched: Mar-2015,
Cansa Dhiya,By Cansa Properties in Panathur,Panathur,1180 - 1440 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														38.94L  - 47.52L 							",,Ongoing,Possession: Dec-2019,,
Tetra Grand Green Aspire,By Tetra Grand Constructions Private Limited in Thanisandra Main Road,Thanisandra Main Road,1480 - 1616 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														72.12L  - 78.10L 							",,Ongoing,Possession: Aug-2017,,
Vajram Elina,By Vajram Group in Thanisandra Main Road,Thanisandra Main Road,1464 - 1664 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														73.20L  - 83.20L 							",,Ongoing,Possession: Mar-2018,Launched: Dec-2015, REGISTRATION NO. PR/KN/170729/000285	
Dreamz Infra Shaswat,By Dreamz Infra India Pvt Ltd in Thanisandra Main Road,Thanisandra Main Road,1400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														32L 							",,Ongoing,Possession: Jun-2017,,
Pristine Meadows,By Pristine Homes in Thanisandra Main Road,Thanisandra Main Road,1365 - 1733 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.50L  - 78L 							",,Ongoing,Possession: Jun-2018,, REGISTRATION NO. PR/KN/170801/000780
RR Signature,By MSR Infraa in Thanisandra Main Road,Thanisandra Main Road,1509 - 2177 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.76L  - 1.24Cr 							",,Ongoing,Possession: Jan-2018,Launched: Nov-2013, REGISTRATION NO. PR/KN/170824/001441
Unishire The Weave,By Unishire Group in Thanisandra Main Road,Thanisandra Main Road,1527 - 1575 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														74.05L  - 76.38L 							",,Ongoing,Possession: Dec-2018,,
S and S Galaxy,By S&S Group in Kaggadasapura,Kaggadasapura,1437 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.35L 							",,Ongoing,Possession: May-2017,,
Affinity Meadows ,By Affinity Projects in Yelahanka,Yelahanka,1850 - 2010 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														91.57L  - 99.49L 							",,Ongoing,Possession: Mar-2018,Launched: Oct-2016,
Sai Springs,By  in Yelahanka,Yelahanka,1432 - 1476 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.70L  - 55.35L 							",,Ongoing,,,
Prisha Hanging Gardens,By Prisha Properties India Pvt Ltd. in Hebbal,Hebbal,1860 - 2900 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.11Cr  - 1.74Cr 							",,Ongoing,Possession: Dec-2017,,
Shravanthi Palazzo,By Shravanthi Group in Gottigere,Gottigere,1270 - 1435 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														38.08L  - 43.03L 							",,Ongoing,Possession: May-2019,Launched: May-2016,
Shashwathi Residency,By Shashwathi Constructions in Gottigere,Gottigere,936 - 1164 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														28.08L  - 34.92L 							",,Ongoing,Possession: Dec-2018,,
Sanvi Sunrise,By Suraksha Developers in Kaggadasapura,Kaggadasapura,1105 - 1170 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.99L  - 44.46L 							",,Ongoing,Possession: May-2017,,
Mathapathi Brundaavan,By Mathapathi Constructions in Kaggadasapura,Kaggadasapura,1355 - 1675 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.77L  - 70.18L 							",,Ongoing,Possession: Sep-2018,,
Destiny Sanjeev Nest,By Destiny Group in Kaggadasapura,Kaggadasapura,1211 - 1227 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.46L  - 55.11L 							",,Ongoing,Possession: Jan-2018,,
Legacy Cirocco,By Legacy Global Projects Pvt Ltd in Jakkur,Jakkur,5130 - 5850 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														4.36Cr  - 4.97Cr 							",,Ongoing,Possession: Dec-2018,Launched: Feb-2013, REGISTRATION NO. PR/KN/170731/000900
EWest Skyway,By E West Ventures in Jakkur,Jakkur,1450 - 1860 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.25L  - 83.70L 							",,Ongoing,Possession: Jan-2018,,
Gayathri Residency,By Gayathri Developers in Whitefield,Whitefield,1005 - 1170 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														30.15L  - 35.10L 							",,Ongoing,Possession: May-2017,,
SreeReddy Saish,By SreeReddy Properties in Hennur Road,Hennur Road,835 - 840 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														31.73L  - 32.76L 							",,Ongoing,Possession: May-2017,,
Rohan Upavan,By Rohan Builders India Pvt Ltd in Hennur Road,Hennur Road,655 - 1479 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														27.83L  - 62.85L 							",,Ongoing,Possession: Dec-2019,,
Sreereddy Shakthi,By SreeReddy Properties in Hennur Road,Hennur Road, sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														29.16L  - 32.04L 							",,Ongoing,Possession: Jun-2017,,
Hilife Rio,By  in Sarjapur Road,Sarjapur Road,1320 - 1335 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														47.52L  - 48.06L 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170801/000956
Bren Champions Square,By Bren Corporation in Sarjapur Road,Sarjapur Road,1585 - 1644 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														98.38L  - 1.01Cr 							",,Ongoing,Possession: Dec-2019,Launched: Apr-2016, REGISTRATION NO. PR/KN/170730/000395
Cleartitle Early Bird ,By Cleartitle Properties in Sarjapur,Sarjapur,1200 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														39.60L 							",,Ongoing,Possession: Sep-2017,,
VSPL Metropolis,By Vikram Structures Pvt Ltd. in Yeshwanthpur,Yeshwanthpur,698 - 710 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														48.86L  - 49.70L 							",,Ongoing,Possession: Dec-2017,,
Connected Living Whitefield,By SPT Group in Whitefield,Whitefield,1622 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														56.77L 							",,Ongoing,Possession: Dec-2019,,
DS MAX Starline,By DS MAX Properties Pvt. Ltd. in Electronic City Phase II,Electronic City Phase II,1296 - 1460 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														38.88L  - 43.80L 							",,Ongoing,Possession: May-2019,Launched: Jun-2015,
Krishna Goldfields,By Krishna Enterprises (H & I) India Pvt. Ltd. in Electronic City Phase II,Electronic City Phase II,1216 - 1432 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.05L  - 61.30L 							",,Ongoing,Possession: Jun-2019,,
Pramuk MM Meridian,By Pramuk Infracon LLP in Jayanagar,Jayanagar,3518 - 3540 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														3.86Cr  - 3.89Cr 							",,Ongoing,Possession: Jun-2019,, REGISTRATION NO. PR/KN/170729/000128
Uber Paxina,By UBER Corp Infrastructure LLP in Jayanagar,Jayanagar,1395 - 2997 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.60Cr  - 3.44Cr 							",,Ongoing,Possession: Nov-2018,,
Rajarajeshware Manikchand 117 FF,By Rajarajeshware Buildcon Pvt Ltd in Jayanagar,Jayanagar,3038 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														3.82Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170729/000063	
Unishire Triumph,By Unishire Group in Jakkur,Jakkur,2400 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.07Cr 							",,Ongoing,Possession: Jul-2018,,
Prakruthi Akshara,By Prakruthi Infra & Shelters Pvt Ltd in Jakkur,Jakkur,1034 - 1128 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.49L  - 49.63L 							",,Ongoing,Possession: Oct-2017,,
Akshaya Ruby,By Akshaya Infrastructures in Jakkur,Jakkur,850 - 1510 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														 - 74.88L 							",,Ongoing,,,
Unishire Palazzo,By Unishire Group in Jakkur,Jakkur,1543 - 2313 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
ADIs North Lake,By Adi Developers in Jakkur,Jakkur,1425 - 1476 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.84L  - 64.94L 							",,Ongoing,Possession: Sep-2017,, REGISTRATION NO. PR/KN/170802/000993
Blue Waters,By SJR Prime Corporation Pvt. Ltd. in Haralur Road,Haralur Road,820 sq.ft,"
								1.5 BHK Apartment
								Availability*: Sold out
							","
														NA							",,Ongoing,Possession: Dec-2018,Launched: Jan-2014,
Regency La Majad,By API in HBR Layout,HBR Layout,2061 - 2574 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.30Cr  - 1.63Cr 							",,Ongoing,Possession: Dec-2017,Launched: Jan-2014,
Timeline Cyber Heights,By  in HBR Layout,HBR Layout,1395 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,Possession: Oct-2017,,
Prabhavathi Spring Field,By Prabhavathi Builders in Bannerghatta Road,Bannerghatta Road,1272 - 1472 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,Possession: Dec-2017,,
SVS Tiara,By SVS Promoters & Developers in K R Puram,K R Puram,865 - 975 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														25.08L  - 28.27L 							",,Ongoing,Possession: Jul-2018,,
Home Space O2,By Home Space Private Limited in Brookefield,Brookefield,1100 - 1210 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														59.40L  - 65.34L 							",,Ongoing,Possession: Jun-2018,,
Aakruti Amity ,By Aakruti Group in Electronic City Phase I,Electronic City Phase I,1475 - 1720 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.05L  - 65.36L 							",,Ongoing,Possession: Mar-2018,,
Dreamz Sree Balaji Nilayam,By Dreamz Infra India Pvt Ltd in Electronic City Phase I,Electronic City Phase I,805 - 895 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Dreamz Balaji Pride,By Dreamz Infra India Pvt Ltd in Electronic City Phase I,Electronic City Phase I,1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Mantri Centrium,By Mantri Developers Pvt Ltd. in Malleshwaram,Malleshwaram,4490 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														5.38Cr 							",,Ongoing,Possession: Dec-2020,, REGISTRATION NO. PR/KN/170731/000485
Radiant Elitaire,By Radiant Structures Private Limited in JP Nagar,JP Nagar,1265 - 1475 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														53.13L  - 61.95L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170731/000773
Axis Vedam,By Axis Concept Construction Pvt. Ltd. in JP Nagar,JP Nagar,1510 - 2360 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														83.05L  - 1.29Cr 							",,Ongoing,Possession: Oct-2017,,
Majestic Fortune,By Majestic Developers in JP Nagar,JP Nagar,1018 - 2306 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														58.02L  - 1.31Cr 							",,Ongoing,Possession: May-2019,,
JPC Pallavi,By JPC Infrastructure in Kanakapura Road,Kanakapura Road,1380 - 1420 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
SSK Ramanashree Residency,By Riteway Projects Pvt Ltd in Yelahanka,Yelahanka,1560 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.52L 							",,Ongoing,Possession: Mar-2018,,
Ozone Promenade,By Ozone Group in Mahadevapura,Mahadevapura,1765 - 2400 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.30Cr  - 1.75Cr 							",,Ongoing,Possession: Oct-2019,, REGISTRATION NO. PR/KN/170731/000781
DNR Casablanca,By DNR Corporation Pvt. Ltd. in Mahadevapura,Mahadevapura,1522 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														90.36L 							",,Ongoing,,Launched: Jan-2018, REGISTRATION NO. PR/KN/170902/001978
