project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Altius Ardour,By Altius Reality in Sarjapur Attibele Road,Sarjapur Attibele Road,1215 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.48L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170804/001048
Vivansaa Blessings,By The Vivansaa Group in Sarjapur Attibele Road,Sarjapur Attibele Road,1768 - 1804 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														67.49L  - 68.77L 							",,Ongoing,Possession: Dec-2018,,
Aswani Sunshine,By Aswani Properties in Sarjapur Road,Sarjapur Road,740 - 800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														21.46L  - 23.20L 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170731/000896
One More Light,By SPT Group in Sarjapur Attibele Road,Sarjapur Attibele Road,2100 sq.ft,"
								3 BHK Villament
								Availability*: Yes
							","
														 
														79.80L 							",,Ongoing,Possession: Aug-2019,Launched: Aug-2017,
Mana Foliage,By Mana Projects Pvt Ltd in Sarjapur Road,Sarjapur Road,1200 - 1500 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														30L  - 37.50L 							",,Ongoing,Possession: Sep-2018,Launched: Nov-2016,
Casagrand Neona,By Casagrand Builder Private Limited in Sarjapur,Sarjapur,2580 - 2591 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														 - 1.39Cr 							",,Ongoing,Possession: Jun-2019,Launched: Jan-2017, REGISTRATION NO. PR/KN/170801/000978
Casagrand  Medihalli,By Casagrand Builder Private Limited in Sarjapur,Sarjapur,1830 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														87.50L 							",,Ongoing,Possession: May-2019,Launched: Jun-2017,
Motzkin Park Terrace,By Motzkin Group in Sarjapur Attibele Road,Sarjapur Attibele Road,2579 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														1.35Cr 							",,Ongoing,Possession: Oct-2018,,
Mayur Serenity,By Mayur Group in Sarjapur,Sarjapur,1940 - 2062 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														50.44L  - 53.76L 							",,Ongoing,Possession: Dec-2017,,
Metropolis Oak Town,By Metropolis Properties Pvt. Ltd. in Bikkanahalli,Bikkanahalli,1145 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														24.61L 							",,Ongoing,Possession: Aug-2017,,
Uniworth Serenity,By Uniworth Finvest Pvt. Ltd in Kengeri,Kengeri,1469 - 1607 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														65.03L  - 70.78L 							",,Ongoing,Possession: Dec-2017,,
Trillium Apartments,By TD Housing in Hosa Road,Hosa Road,1360 - 1500 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.16L  - 52.48L 							",,Ongoing,Possession: Sep-2018,,
Sobha 25 Richmond,By Sobha Limited in Richmond Road,Richmond Road,,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														6.40Cr  - 7.90Cr 							",,Ongoing,Possession: Dec-2019,Launched: Dec-2015, REGISTRATION NO. PR/KN/170730/000257
Richmond Premier,By  in Richmond Road,Richmond Road,1435 - 1444 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.37Cr  - 1.38Cr 							",,Ongoing,Possession: Apr-2018,,
CARP Daffodils,By CARP Properties in Kasavanahalli,Kasavanahalli,1267 - 1660 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														44.34L  - 58.10L 							",,Ongoing,Possession: Dec-2017,,
SVR Comforts,By  in Ananth Nagar,Ananth Nagar,1015 - 1230 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														30.45L  - 36.90L 							",,Ongoing,Possession: Apr-2018,,
Nambiar Bellezea,By Nambiar Builders Private Limited in Sarjapur Road,Sarjapur Road,4388 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														4.31Cr 							",,Ongoing,Possession: Dec-2019,Launched: Sep-2011, REGISTRATION NO. PR/KN/170801/000552
Sycon Troica,By Sycon Constructions in Electronic City Phase II,Electronic City Phase II,1440 - 1481 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.76L  - 61.46L 							",,Ongoing,Possession: Dec-2019,,
The Hamptons,By Saiven Developers in Sarjapur Road,Sarjapur Road,2940 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.19Cr 							",,Ongoing,Possession: Jun-2019,Launched: Nov-2015, REGISTRATION NO. PR/KN/170731/000626
SSB Urban Lotus,By SSB Developers in Hosa Road,Hosa Road,1309 - 1665 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.81L  - 58.27L 							",,Ongoing,Possession: Sep-2017,,
Gopalan Olympia,By Gopalan Enterprises in Mysore Road,Mysore Road,1360 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.55L 							",,Ongoing,Possession: Apr-2018,Launched: Jan-2014, REGISTRATION NO. PR/KN/170811/000986
SS Brundavanam Apartment,By  in Huskur,Huskur,1345 - 1351 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														37.66L  - 37.82L 							",,Ongoing,Possession: Dec-2017,,
TGS California,By TGS Constructions Pvt Ltd. in Mysore Road,Mysore Road,1250 - 1350 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														28.75L  - 31.05L 							",,Ongoing,,,
SR Suvarna Apartment,By SR Suvarna Developers in Off Sarjapur road,Off Sarjapur road,1605 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														54.57L 							",,Ongoing,Possession: Jul-2018,,
Mahaveer Greens,By Mahaveer Group in Mysore Road,Mysore Road,1569 - 2859 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														66.44L  - 94.74L 							",,Ongoing,Possession: Sep-2017,,
Brigade Panorama,By Brigade Group in Mysore Road,Mysore Road,1407 - 1814 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.50L  - 96.86L 							",,Ongoing,Possession: Apr-2019,Launched: Aug-2014, REGISTRATION NO. PR/KN/170728/000125
Provident Rays Of Dawn,By Provident Housing Limited in Mysore Road,Mysore Road,1082 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55L  - 58L 							",,Ongoing,Possession: Sep-2018,Launched: Sep-2018,
Provident Sunworth,By Provident Housing Limited in Mysore Road,Mysore Road,1082 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														55L  - 58L 							",,Ongoing,Possession: Sep-2018,Launched: Jan-2013,
Kumar Princeville Apartment,By Kumar Properties in Mysore Road,Mysore Road,1495 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.80L 							",,Ongoing,Possession: Dec-2017,, REGISTRATION NO. PR/KN/170728/000226
Prestige Spencer Heights,By Prestige Group in Frazer Town,Frazer Town,2372 - 2387 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														3.43Cr  - 3.46Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170727/000082
Peninsula Heights,By Peninsula Land Ltd in JP Nagar,JP Nagar,5730 - 6800 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														5.70Cr  - 6.80Cr 							",,Ongoing,Possession: Mar-2018,, REGISTRATION NO. PR/KN/170727/000072	
Premier Krishna,By Premier Inspira Builders in JP Nagar,JP Nagar,1300 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														86.57L 							",,Ongoing,Possession: Jun-2018,,
Mythreyi Ameyavana,By Mythreyi Promoters & Developers Pvt Ltd. in JP Nagar,JP Nagar,1737 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
RJ Brooke Square,By RJ Group in Kundalahalli,Kundalahalli,3600 - 4500 sq.ft,"
								4 BHK Villament
								Availability*: Yes
							","
														 
														2.70Cr  - 3.37Cr 							",,Ongoing,Possession: Aug-2017,,
Vajram Esteva,By Vajram Group in Marathahalli ORR,Marathahalli ORR,3232 sq.ft,"
								4.5 BHK Apartment
								Availability*: Yes
							","
														 
														1.85Cr 							",,Ongoing,Possession: Jul-2019,Launched: Jan-2016, REGISTRATION NO. PR/KN/170729/000254	
Prestige Jade Pavillion,By Prestige Group in Marathahalli ORR,Marathahalli ORR,1933 - 1937 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.19Cr  - 1.26Cr 							",,Ongoing,Possession: Jul-2017,,
Rainbow Kishore Glendale,By Rainbow Properties in Kanakapura Road,Kanakapura Road,1462 - 1943 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														67.25L  - 89.37L 							",,Ongoing,Possession: May-2017,,
Shivaganga Prime,By Shivaganga Infra in Basavanagudi,Basavanagudi,1270 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.11Cr 							",,Ongoing,,,
SGS Royale,By Shivaganga Shelters in Basavanagudi,Basavanagudi,1775 - 1860 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.77Cr  - 1.86Cr 							",,Ongoing,Possession: Nov-2018,Launched: Aug-2013,
Mantri Blossom,By Mantri Developers Pvt Ltd. in Shanthi Nagar,Shanthi Nagar,5200 - 5920 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														7.27Cr  - 8.28Cr 							",,Ongoing,Possession: Dec-2019,Launched: Apr-2014," REGISTRATION NO. PR/KN/170731/000505, PR/KN/170731/000507"
Oceanus Vista II,By Oceanus Group in Marathahalli-Sarjapur Outer Ring Road,Marathahalli-Sarjapur Outer Ring Road,1470 - 1729 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														71.88L  - 84.54L 							",,Ongoing,Possession: Jun-2018,,
Priyanka Silver Oak,By  in Marathahalli-Sarjapur Outer Ring Road,Marathahalli-Sarjapur Outer Ring Road,1075 - 1200 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														 - 66.98L 							",,Ongoing,Possession: Dec-2018,Launched: Nov-2017,
Excel Stone Florence Phase II,By Excel Stone Developers in Marathahalli-Sarjapur Outer Ring Road,Marathahalli-Sarjapur Outer Ring Road,1421 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.63L 							",,Ongoing,Possession: Jul-2017,,
Prestige Ferns Residency,By Prestige Group in Sarjapur Road,Sarjapur Road,2569 - 2597 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.64Cr  - 1.66Cr 							",,Ongoing,Possession: Sep-2017,,
Prestige Kenilworth,By Prestige Group in Cunningham Road,Cunningham Road,6117 - 6308 sq.ft,"
								5 BHK Apartment
								Availability*: Yes
							","
														 
														12.53Cr  - 12.93Cr 							",,Ongoing,Possession: Jul-2019,, REGISTRATION NO. PR/KN/170728/000208	
DF Silverline Tulip,By DF Silverline Constructions in Wheeler Road,Wheeler Road,2060 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.26Cr 							",,Ongoing,,,
SKAV Aastha,By SKAV Developers Pvt. Ltd in Mahalakshmi Layout,Mahalakshmi Layout,1450 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														 
														1.04Cr 							",,Ongoing,Possession: Oct-2017,,
Linea Sunflower,By Linea Properties in Kengeri,Kengeri,2179 - 2552 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														77.35L  - 90.59L 							",,Ongoing,Possession: Jun-2018,, REGISTRATION NO. PR/KN/170802/000574
Meda Greens,By Meda Group in Mysore Road,Mysore Road,1190 - 1388 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														47.60L  - 55.52L 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170731/000831
RS Sanchike,By RS Properties in Kengeri,Kengeri,1656 - 1670 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.61L  - 60.12L 							",,Ongoing,Possession: May-2018,Launched: Aug-2015, REGISTRATION NO. PR/KN/170831/001375
Amity Shelters,By  in Kengeri Satellite Town,Kengeri Satellite Town,1400 - 1600 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42L  - 48L 							",,Ongoing,Possession: Apr-2018,,
RF Twilight,By RF Developers in Kengeri Satellite Town,Kengeri Satellite Town,1440 - 1460 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.60L  - 58.40L 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170831/001924
SS Carona,By SS Infrastructures in Kengeri Satellite Town,Kengeri Satellite Town,881 - 1014 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														27.31L  - 31.43L 							",,Ongoing,Possession: Sep-2017,Launched: May-2016, REGISTRATION NO. PR/KN/170802/001038
SKC Tulip,By Sri Krishna Constructions (India) Private Limited in Kengeri Satellite Town,Kengeri Satellite Town,1226 - 1506 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														42.91L  - 52.71L 							",,Ongoing,Possession: Aug-2017,,
Silver Waves Royal,By Silverwaves Constructions in Kengeri Satellite Town,Kengeri Satellite Town,1365 - 1407 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.14L  - 50.65L 							",,Ongoing,Possession: Mar-2018,,
Gravity Maanasa Nilayam,By Gravity Homes Pvt Ltd in Kanakapura Road,Kanakapura Road,1560 - 2000 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														84L  - 1.20Cr 							",,Ongoing,,,
Purva City of Gold,By Puravankara Limited in Kanakapura Road,Kanakapura Road,2150 - 3600 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.27Cr  - 2.13Cr 							",,Ongoing,Possession: May-2018,, REGISTRATION NO. 
Bluejay Malgudi,By Bluejay Enterprises Pvt. Ltd. in Kanakapura Road,Kanakapura Road,2760 - 3450 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.58Cr  - 1.98Cr 							",,Ongoing,Possession: Jul-2017,,
Godrej Eternity Life Plus,By Godrej Properties Limited in Kanakapura Road,Kanakapura Road,1476 - 1938 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75L  - 1Cr 							",,Ongoing,,, REGISTRATION NO. PR/KN/171006/002197
SOBHA Arena - The Park,By Sobha Limited in Kanakapura Road,Kanakapura Road,1592 - 1706 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.30Cr  - 1.50Cr 							",,Ongoing,Possession: Jul-2019,Launched: Nov-2014, REGISTRATION NO. PR/KN/170730/000411
Godrej Eternity ,By Godrej Properties Limited in Kanakapura Road,Kanakapura Road,1477 - 1938 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.06L  - 1.14Cr 							",,Ongoing,Possession: Dec-2021,Launched: Apr-2016, REGISTRATION NO. PR/KN/170729/000233
Highcity Lakefront,By Highcity Infraventures limited in Kanakapura Road,Kanakapura Road,2000 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.25Cr 							",,Ongoing,Possession: Jun-2017,,
Purva Bird Of Paradise,By Puravankara Limited in Kanakapura Road,Kanakapura Road,3250 - 3600 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														1.95Cr  - 2.16Cr 							",,Ongoing,Possession: May-2018,,
Elegant Whispering Winds,By Elegant Builders & Developers in Kanakapura Road,Kanakapura Road,1726 - 1839 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														69.12L  - 73.65L 							",,Ongoing,Possession: Mar-2019,,
Shravanthi Oakridge,By Shravanthi Group in Banashankari,Banashankari,2503 - 4015 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.45Cr  - 2.32Cr 							",,Ongoing,Possession: May-2017,,
Tata New Haven,By TATA Housing Development Co Ltd in Tumkur Road,Tumkur Road,1286 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														56.58L 							",,Ongoing,Possession: Dec-2017,,
Terra Alegria,By M1 Homes in Whitefield,Whitefield,2500 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														99L 							",,Ongoing,Possession: Dec-2019,Launched: Apr-2016, REGISTRATION NO. PR/KN/170803/001069
Green Tree Green Palm,By Green Tree Properties in Whitefield,Whitefield,2400 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														98L 							",,Ongoing,,,
Spatika Anjanadri Enclave,By Spatika Developers & Constructions Pvt Ltd in Nandini Layout,Nandini Layout,1250 - 1450 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														52.50L  - 60.90L 							",,Ongoing,Possession: Oct-2017,,
TMR Orchids,By TMR Developers in Sampigehalli,Sampigehalli,3750 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.81Cr 							",,Ongoing,Possession: Dec-2018,,
UKN Miraya Grant,By UKN Properties Pvt Ltd in Ashok Nagar,Ashok Nagar,3140 - 4000 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														12.56Cr  - 16Cr 							",,Ongoing,Possession: Dec-2017,,
Nestates 1 King Street,By Nestates Projects Pvt Ltd in Ashok Nagar,Ashok Nagar,1682 - 1683 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														2.85Cr  - 2.86Cr 							",,Ongoing,Possession: Dec-2018,,
Mahaveer Turquoise,By Mahaveer Group in Begur,Begur,539 - 846 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														36.51L  - 39.04L 							",,Ongoing,Possession: Jul-2020,Launched: Sep-2017, REGISTRATION NO. PR/KN/170731/000777
SLV Grand,By SLV Constructions in Begur,Begur,1584 - 1610 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.55L  - 61.50L 							",,Ongoing,Possession: Dec-2018,,
Windsor Troika,By Windsor Gardens Private Limited in Begur,Begur,1745 - 1814 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														94L  - 98L 							",,Ongoing,Possession: Dec-2018,,
Gurupriya Carnation,By Gurupriya Housing Pvt Ltd in Begur,Begur,1350 - 1448 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.30L  - 55.02L 							",,Ongoing,Possession: Aug-2017,,
Eeva 54,By  in Sanjay Nagar,Sanjay Nagar,1783 - 2197 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.69Cr  - 2.08Cr 							",,Ongoing,Possession: Dec-2017,,
The Presidential Tower,By Golden CNTC in Yeshwanthpur,Yeshwanthpur,3055 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														4.12Cr 							",,Ongoing,Possession: Jun-2021,Launched: Oct-2015, REGISTRATION NO. PR/KN/170731/000565
Deccan Habitat,By Deccan Group in Yeshwanthpur,Yeshwanthpur,2000 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.66Cr 							",,Ongoing,Possession: Dec-2019,,
Arvind Skylands,By Arvind SmartSpaces in Jakkur,Jakkur,,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.98L 							",,Ongoing,Possession: May-2020,, REGISTRATION NO. PR/KN/17031/000771
Maysons Udbhava,By Maysons SJR Realty Private Limited in Jakkur,Jakkur,4216 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														2.65Cr 							",,Ongoing,Possession: Dec-2017,Launched: Oct-2015,
Pyramid Bilberry,By Pyramid Homes Pvt Ltd. in Thanisandra Main Road,Thanisandra Main Road,981 - 1507 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														39.24L  - 60.28L 							",,Ongoing,Possession: Dec-2020,Launched: Dec-2016, REGISTRATION NO. PR/KN/170808/001199
CoEvolve Northern Star,By CoEvolve Estates in Thanisandra,Thanisandra,1435 - 1757 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														76.02L  - 93.19L 							",,Ongoing,Possession: Dec-2019,Launched: Jul-2016, REGISTRATION NO. PR/KN/170729/000151	
Century Breeze,By Century Real Estate in Kogilu,Kogilu,1761 - 1917 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.11Cr  - 1.20Cr 							",,Ongoing,Possession: Dec-2019,Launched: Oct-2013, REGISTRATION NO. PR/KN/170729/000324	
Sobha Morzaria Grandeur Phase II,By Sobha Limited in Bannerghatta Road,Bannerghatta Road,1855 - 2160 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.81Cr  - 2.11Cr 							",,Ongoing,Possession: Jun-2020,, REGISTRATION NO. PR/KN/170730/000412
NVT Life Square,By NVT Quality Lifestyle Pvt. Ltd. in Whitefield,Whitefield,3565 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.48Cr 							",,Ongoing,Possession: Oct-2019,Launched: Apr-2017, REGISTRATION NO. PR/KN/170731/000325
Atlantis 27 High Street,By Atlantis Builders (India) Pvt. Ltd in Whitefield,Whitefield,4402 - 4836 sq.ft,"
								4 BHK Villament
								Availability*: Yes
							","
														 
														3.30Cr  - 3.62Cr 							",,Ongoing,Possession: Oct-2017,,
Venus Gardenia,By Venus Homes in Whitefield,Whitefield,2900 sq.ft,"
								3 BHK TownHouse
								Availability*: Yes
							","
														 
														1.77Cr 							",,Ongoing,Possession: Jul-2017,,
Brigade Cosmopolis - Phase 1 & 2,By Brigade Group in Whitefield,Whitefield,3410 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.58Cr 							",,Ongoing,Possession: Apr-2018,Launched: Oct-2013,
Pearl Palm Vistas,By Pearl Group  in Whitefield,Whitefield,2600 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.38Cr 							",,Ongoing,,,
Tata Riva,By TATA Housing Development Co Ltd in Tumkur Road,Tumkur Road,1187 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														55.78L 							",,Ongoing,Possession: Dec-2017,,
Sanvi Sankalpam,By Sanvi Properties in Nagondanahalli,Nagondanahalli,1460 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.59L 							",,Ongoing,Possession: Aug-2018,Launched: Feb-2016,
BM Magnolia Park,By BM Developers in Nagondanahalli,Nagondanahalli,1385 - 1775 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														45.01L  - 57.68L 							",,Ongoing,Possession: May-2018,,
Citrus Belmont,By Citrus Ventures Pvt Ltd. in Nandi Hills,Nandi Hills,1245 - 1546 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														77.95L  - 97.01L 							",,Ongoing,Possession: Mar-2018,Launched: Dec-2014, REGISTRATION NO. PR/KN/170802/000988
MSK Paradise,By MSK Shelters in Nandi Hills,Nandi Hills,1200 - 4100 sq.ft,"
								 Plot
								Availability*: Yes
							","
														 
														22.78L  - 77.85L 							",,Ongoing,Possession: Dec-2017,,
QVC The Hills,By QVC Realty Co in Nandi Hills,Nandi Hills,5500 - 6500 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														3.14Cr  - 3.71Cr 							",,Ongoing,Possession: Jul-2018,,
Citrus Mini Belmont,By Citrus Ventures Pvt Ltd. in Nandi Hills,Nandi Hills,890 - 1100 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														34.71L  - 42.90L 							",,Ongoing,Possession: Dec-2017,,
Salarpuria Sattva Anugraha,By Salarpuria Sattva Group in Vijayanagar,Vijayanagar,1186 - 1704 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														90.21L  - 1.02Cr 							",,Ongoing,Possession: Jun-2021,Launched: Mar-2016, REGISTRATION NO. PR/KN/170730/000407
DS Max Santhrupthi Nest,By DS MAX Properties Pvt. Ltd. in Nagarbhavi,Nagarbhavi,1491 - 1696 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														50.25L  - 61.05L 							",,Ongoing,Possession: May-2017,,
GM Infinite Daffodils,By GM Infinite Dwelling (India) Pvt. Ltd. in Jalahalli West,Jalahalli West,1650 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75.90L 							",,Ongoing,Possession: Dec-2017,,
DS MAX Sarovar,By DS MAX Properties Pvt. Ltd. in Attibele,Attibele,1639 - 1979 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														44.25L  - 53.43L 							",,Ongoing,Possession: Nov-2018,Launched: Nov-2013,
Sigma Serenity,By Sigma Builders in Attibele,Attibele,1344 - 1375 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														34.94L  - 35.75L 							",,Ongoing,Possession: Jun-2017,,
NS Residential Township,By NS Developers in Battarahalli,Battarahalli,1200 sq.ft,"
								2 BHK Villa
								Availability*: Yes
							","
														 
														70L 							",,Ongoing,Possession: Nov-2017,,
Omshri Opulence,By Omshri Infrastructures in Attibele,Attibele,1050 - 1180 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														26.25L  - 29.50L 							",,Ongoing,Possession: Oct-2018,, REGISTRATION NO. PR/KN/170820/001372
Smart Homz Blue Bells,By Smart Homz in Attibele,Attibele, sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														67.99L  - 86.58L 							",,Ongoing,Possession: May-2018,Launched: Oct-2016,
Brick N Land Garden and Skies,By Brick N Land Constructions Pvt. Ltd in Attibele - Anekal Road,Attibele - Anekal Road,925 sq.ft,"
								2 BHK RowHouse
								Availability*: Yes
							","
														 
														42.78L 							",,Ongoing,,Launched: Nov-2017,
SV Lifestyle,By SV Infra in Attibele - Anekal Road,Attibele - Anekal Road,2700 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														89.10L 							",,Ongoing,Possession: Dec-2017,,
Avanti by Shriline,By Shriline Properties Pvt. Ltd. in Attibele - Anekal Road,Attibele - Anekal Road,856 - 961 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														18.83L  - 21.14L 							",,Ongoing,Possession: Mar-2020,Launched: Aug-2017, REGISTRATION NO. PR/KN/170831/001664
TGS OakLand,By TGS Constructions Pvt Ltd. in Nagarbhavi,Nagarbhavi,1100 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														23L 							",,Ongoing,Possession: Dec-2017,,
RR Roshan Platinum,By RR Enterprises in Arekere,Arekere,2710 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.43Cr 							",,Ongoing,Possession: May-2018,Launched: Jan-2015, REGISTRATION NO. PR/KN/170731/000847
Provident The Tree,By Provident Housing Limited in Magadi Road,Magadi Road,1052 - 1322 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.76L  - 78.28L 							",,Ongoing,Possession: Mar-2019,,
Chaithanya Sharan,By Chaithanya Projects Pvt Ltd in Gunjur,Gunjur,7800 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														9.80Cr 							",,Ongoing,Possession: Dec-2017,Launched: Aug-2013,
Galaxy The Trillium,By  in Balagere,Balagere,1277 - 1442 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														35.74L  - 40.36L 							",,Ongoing,Possession: Jul-2018,,
